comment_text,is_toxic
WHAT I SAY LOST,0
ebr your moron,1
fuck zou mom E3,1
ebr do your job,0
coze?,0
Mous stop asking for help where u are,0
bgr cap,0
пусть они заедут,0
the light one,0
гриль,0
scorpionG is such a momster tank^,0
i carried this let me tiop gun,0
fv whot me,0
just sick and tired of bots,1
good amx 50 100 player,0
look behind you man,0
manti vs manti nice,0
they destroying every fucking battle,1
he is a bot,1
hahga,0
best fight ever,0
1 shot letf cmon,0
light idiot,1
Leopard left the game,0
plz stfu,1
attacks,0
what a bs...,1
all back to base to clear our AREA,0
E75,0
city lost,0
我 视野 都 点不出去 杂赢,0
no left,0
"jawohl herr hauptman , eat wurst and kartofeln with Angela and migrants !!",1
rng says;we will make sure to place your shot in the same county that u origianlly aime at,0
gg;),0
here not russia idiot,1
;(,0
777 polish KURVA,1
кв 2 лучший,0
хахаха,1
gl o7,0
виїбуть,0
tytytyytyttyh,0
m4,0
thx T28,0
stock tank sorry,0
have*,0
fuckking team,1
jhaaaaaaaaaaaaaaaaaaaag,0
yep report,0
wtf is our scout doing,1
this is a patient map,0
jp go,0
i thought you were the one fighting JGP E100,0
snipe from mid pls,0
are you dead VK?,0
no lights....,0
Etwas Hilfe bei F7 wäre schon nett!,0
TEAM KILLER !!!,1
such a present to get the top tier heavy on the 1-2 line,0
WTF xdddd,1
nice arty support,0
push hill and we win,0
св,0
g8,0
such a good match,0
nice call,0
та я фіксив шоб довертать,0
He just hides to get the ***,1
"drive your fucking leopard into the water, worthless camper",0
гуялс,0
strv GOOO,0
го на базу,0
baby in tank,0
"dont be sad scorp, its allways same, ebr players can not passive scouting, they noobs",1
Засвет в квадрате A9!!!,0
5 apcr left,0
gunner maybe we should try to flank them,0
vznmvdfaaw,0
t57,0
they have health and speed yet they sit back and watch,0
you saved him,0
just heavies on heavies' side,0
you idiot meds,0
130 красава,0
report 257,0
Вафель бот походу :(,1
they only have two ronds,0
SPGs aswell,0
you lost a easy battle to,1
stay cap,0
let them go in,0
JOO TÄMÄ KÄÄNTYY JÄRKEVÄN NOPEASTI,0
need more spot,0
нахуй,1
"Help me here D1, here is Beer for free!",0
I bet,0
good luck finding that clicker shithole though,0
niceo ne,0
ima li balkanaca,0
OMFG,0
лорка сука,1
i'll tell you how it goes,0
go cry,1
"gjvjubnt ,fpe k,p",0
e3 ur my hero,0
TDs u suck,1
they have the advantage,0
sure does seems like not enough to play good,0
BLack you idiot,1
my heart is gonna explode,0
dumbass,1
skoda cap,0
hero 67 reported,0
wp Indien,0
whatever you want just be safe bout it,0
\capw,0
bots meds,1
ne serii marko,0
907,0
spot maybe ? ? ? ? ?,0
T-832 play idiot !!!!!!!!!!!!!!!,1
gsor there,0
go cap arty .),0
lynx go spot,0
instant arty shot,1
kill arty go kill him,0
вдалого бою всім!!!,0
eat ur loss,0
"""deals too much damage""",0
anyone who gives up this early is part of problem,0
вафлер ебаный,1
son of b..,1
вз даун,0
where are you?!,0
if u dont spot its over,0
fuck this map,1
шарік базу,0
this gun is so bad,0
push Iine 0NE,0
good shooting,0
ALWAYS IDIOT NOOBS IN THE MORNING,1
now the 60s are slowly over,0
탱크 퇴로막고 잇는** 가어딧어,1
f.uckkk yourrr mother,1
E100 go left,0
kpz help isu,0
REPORTED T 29,0
fu 121b ******,1
kran,0
за тебя знаю что ты такая,0
what the **** are those two morons doing in our base,1
w dupie,1
kv,0
pointless scouting for shitters,1
перемога за нами)),0
co za pizdy,1
приехал дрочишся,1
YOU ARE IDIOTS CAMPERS LOOSERS,1
430U HP????,0
valley?,0
"go, push",0
mantıcor,0
UNINSTALL,0
track :(,0
свет,0
"i hope none of the enemy try the field, cuz 1 TD aint gonna do it",0
fff.........of,1
report full CS !!!,0
*** xD,1
you are still a massive retard,1
minimap,0
nice aimboter,1
just enjoying my bush,0
yeah well. i got 2 shot by the caliban practically.,0
I GO SPOT,0
to bad you guys didnt know about taking tracks off,1
Su100 pls let us go,0
just sold it,0
SU,0
gotta be careful,0
хлопки какието,0
ich treffe ihn nicht,0
Wt nice job,0
church go cap,0
i need help,0
иди на хуй отсюда уже,1
SMART,0
almost full hp,0
Засвет в квадрате E0!!!,0
i missed 2x,0
polacken inzest t 10 heavy kanacken dreck,1
leo need yuo up here bud,0
standart move,0
ratilla,1
иди на захват,0
report our Löwe and 703 as BOT,1
angery,0
"no chance. was 7,3k dmg",0
yiou did great,0
please let‘s take the middle,0
i thougt it's not any more,0
idiotas,1
11 game loose streak with good damage,0
push gsor,0
oh **** a bit to fast,1
бо ты сука тупая,1
21 SEC,0
like tumbling,0
убери арту,0
apish,1
ım noob tier X,1
takes a couple seconds,0
so many km :D,0
GGUFKC FAIL BASTARD TEAM,1
can we win this?,0
herd of stupid Pindos!,1
shoot him,0
Lorr. 155 50 hit me,0
ha ha ha ha ha ha,0
take the hill,0
this is funny,0
push east,0
guys omg,0
they won't listen,0
jajaja,0
i hope note,0
гг,0
what a clutch,0
left side,0
"ok, go scout then thx :D",1
i kept mid lit up,0
hellcat great idiot,1
stay back,0
just stfu,1
концепт подсвети,0
DS ?????????????????????????????????????????????????????,0
all the same position,0
BOFP,0
go time,0
best spot ever,0
next :-),0
TDs go,0
"actually, at range he might be hard to see",0
are you all retarded?????,0
stop being toxic.,0
STGUPID NIGGER,1
FU,0
go for arty,0
what the fuck are you doing bz?!?!,1
spot lynx,0
tiger 2 stock,0
f off,1
ez 7k,0
do we need to head back?,0
vk can u move,0
T25 still ove here as well,0
like wtf,0
arty sleep ?,1
good luck all,0
progetto coming,0
500HP,0
and ill spot for you,0
put up a tent and make a campfire,0
city ?,0
FKIN ARTY AGAIN,1
no timeouts,0
gg heavies,0
sam rak jebanij,1
loading,0
progetto red useless joke,1
report my average on this tier is 5.5k and you guys,0
holy *** I just switched from a *** dell laptop to a gaming PC and this game looks EPIC,0
tvp disconected,0
AN Bothe BLIND kill,1
"im at 84,4% gunmark",0
užž skapte svine,1
thank mr t30,0
світло,0
wut,0
so we will make move,0
фланг бросили,0
when they pushin,0
tol je tak složitý použít mozek,1
\cap!,0
kv 1?,0
you not shot,0
c1?,0
대포병 각 노린다,0
STRV kys,1
cap other arty is near our base,0
just retard,1
GG LEGO BOYS,1
dude e4 come on,0
thx for blocking,0
some fucking help,1
pls give me 6 kills,0
b7/c7 line,0
EMTY,0
i doubt you are any better,0
why the fight?,0
AE is afk I gues,0
im going come with me,0
free mid ?,0
south better not stop no one north,0
ืns,0
team of morons kids please play lower tiers like the 1‘s,1
8 тобі шо будуть робити,0
HWK spotted pretty well with no result of the team,1
рхм мусор,1
again?,0
amx ???,0
"UDES, can you flank him if I go ?",0
ahahahhah,0
fakt buzeranti,1
why our meds - fucking retards campers?,1
prob OP equitment and crew,0
Dont move,0
and push hulldown heavy,0
*******,1
сори,0
back and spot,0
now you‘re dead we arent in a good position,0
fak you,1
FUCKING ARTY ALL THE TIME,1
wtf team camper,1
panther ffs,1
in mid ?,0
fucking hellcat,1
go hunt arty,0
gl tanks,0
need strv to die,1
"Shifty263[ODIN] (CS-63), you're blocking my line of fire!",0
))9),0
ape onle,1
ODLIČNA IGRA,0
cdc shut up,1
tiger 2 afk?,0
go passive somewhere good,0
oho gooo,0
go hellcat,0
im gonna try to not die,0
dont think ive ever seen a tier 6 with this,0
Enemy SPG <font color='#fe7903'>Leopard1965 (Lorraine 155 mle. 50),0
jup i have seen,1
somebody p43,0
meds too,0
MATILDA COME ON,0
"ikL""i[;'/0hio['/p",0
gg loose,1
daaas,0
he ran,0
IS2?,0
memnun oldum,0
lool bot team,1
op,0
stg noob,1
son of bitches,1
ya still in E2,0
i like money,1
Leo go and support !!!,0
all ricochets,0
report him all,0
no pascucci,0
САВЕТЧИК ЕБАННЫЙ,1
703 grosse brele,0
lol nice,0
"TVP, idiot noob",1
why do you peak lol,0
YOUR IS TO BOY,0
lol waldgeist first battle??,0
"If I had my spotting setup, I‘d still be alive, and who knows how many enemies would be dead by now. Oh well, you live, you learn.",0
Maus die !!!,1
FV and TVp come,0
they are flanking?,0
staying here?,0
im about to call my isp,0
gj heavies,0
ГВ меть цель,0
enjoy 3 days,0
whoi knows with our scouts,0
stop rushing,0
????????????????,0
cmon scout,0
scporpion,0
bc we arent hiding?,0
halt die fresse noob,1
what a noobs !!!,1
gg tortoise,0
ajale pistike,0
BG,0
we have a lot of morons in this team ....,1
hahahha,0
useless scrub shoot them dont just ask for help scrub,0
duo attack,0
retards team,1
i said,0
guys from hill move,0
cobra track him,0
info about bc?,1
spot yourself autist,1
i should expect that...,0
un arty,0
we are stuck here u idiot,1
mrs idiote,1
arty J1,0
can hit from there,0
wanna rush,0
"my bussy is warm, i promise",1
T95 is in the back,0
dumbasses,1
this has nothing to do with this team,0
its my most played tank,0
"i missed tewice, im sure one went through",0
GG ALL,0
kill the VK finally,0
fu all,1
arty shot only Obj.279,0
ty uides,0
ok wow ... VZ no camo but camo net,1
one ran in to die and other camped,1
he*,0
SHUT UP DRAG QUEEN,1
push him from both sides,0
i had fun xD,0
where is char?,0
İDİOLT TVP SHOT,1
leeches,1
go to basa ?,0
he is already dead :D,0
Team need help and you???????????,1
"lose,lose,lose",1
cover,0
rhm nc spot\,0
повезло так повезло,0
macht mal was ....,0
and u still in the bush,0
200,0
ich liebe es wie wot einen nur noch verarscht mit seinen fakegamer,1
wtf u bot,1
oh its alive,0
no one... it seems,0
fucking löwe camper,1
light*,0
stay for win,0
*** fun,1
5000 spot DMG,0
team of shit fy,1
"gamerFX (Vz. 55), you are blocking my target!",0
literally lhmtv,0
thx xD,0
is7,0
I think the 150 flipped over,0
SKODA U idiot go cap,1
wow im lucky,0
happy?,0
to help,0
jagtiger,0
heavy tanks sniping,0
no lt,0
look at his counterbattery record !!!,0
stick together,0
yes ofc ricoched on a fk light,1
vcb,0
fuck you amx,1
Live long and damage,0
SUPER HEALLCAT?!!!!!!!!!!!!!!!!,0
don t know,0
*** MORONS,1
the fucking campers,1
I want you all to know,0
борщ на А0,0
failed,0
"PolskiMexican (T110E3), you are blocking my target!",0
nowq you see you stupid animals?,1
hi noobs,1
botzzs meds,1
"domtoreto2 (P.44 Pantera), you are blocking my target!",0
or i push you,0
t28 ?,0
wait for foch 277,0
FULL CHEAT,0
i will try to spot there,0
tyw,0
ofc they gone cap,1
and shoot,0
"ні, я цис",0
CRACK,0
f hackers,1
шкода захват,0
даже не отстрилял,0
nais,1
that could have been alot worse oof,0
ace wanker,0
"DastDevilFredsator164 (Skorpion G), you‘re blocking my line of fire!",0
char is empty,0
lol everyone went A lkine and is still losing,1
"man muss hier nur ein Jude, Kommunist, Slave, Alliierter, Pedophiler, Massenm??dersein und deutsche hassen, dann macht WG dein acc gut",1
GG 1OK COMBINED HAHAHAH,0
man,0
idioci,1
oops,0
why i choose all the *** atnks,0
do potegi,0
szép,0
1k hp rico camping,1
CAP?,0
красава))),0
bravoo,0
Меня засветили в B2!,0
why...,0
u are not pasiv spoter u imbecil,1
gj meds,0
WHA,0
now come back and help,0
sry for caps,0
ärty,0
get opoints,0
sry camping heavy m6,0
look at thsi campers,0
stop wasting HP,0
"dumb meds,no lights meds must take task",0
push arties,0
the very long route,0
I think you are going in the wrong direction,0
Why is the tort's cupola trollish at times ffs,1
you have to win heavy side,0
"well, if our lights and even hellcat could spot for us..we could rush in and take them out.",0
blind bush,0
2 on cap,0
Im Spotted at A0!,0
someone has to spot,0
как танк змей горыныч,0
moron omg,1
bad arty player,1
yeah eyauh eayh,0
WHY WHY WHY,0
Arty will focus me soon at H9!,0
FUCKING MOVE FROM SPAWN USELESS MED,1
lol T 34 85 m ????,0
wauf only in base,0
вот что значит дпм,0
*** not boot,0
ст,0
is 7 was mad mad,0
GJ NOOB TEAM,1
mind you my long ass reload,0
so why you crtying,0
thx hori,0
75***,0
THAT'S WHERE YOU USELESS DUMBFUCKS BELONG,1
Me 2,0
Fetz for candy ass of the YEAR!!,1
U FKCN BOTS,1
хоть в бой с вами))),0
at8,0
ur being a coward,1
rep all the lgihts,0
помогите базу лбз,0
no health,0
HOLY SHIT we have some useless snipers. go home yall,1
sta sta,0
eagle go away u are full hp,1
very good scout,0
can zou spot e4,0
they afraid,0
nice 1,0
same spot ?,0
why nobody shooting the elc,0
LOOK AT THE MINI MAP MOOOOVE,0
sry guys keyboard died and i couldnt find batteries,0
push left?,0
run spg,0
thanks arty keep hitting them,0
shot base,0
adana siki?? nakliyat,0
ne stresiraj se buraz,0
cromwell,0
retard base campers,1
trade for other tanks,0
едь нах,0
fuck u tnh,1
go other way to cap,0
"i spotted the,m",0
this is the best round all time with leopta,0
vk30 bot,1
akkor menjünk magasabb tier?,0
Have fun!,0
idiots bot in base delete game,1
f me,1
monkey,1
tortoise get in front,0
I think he knows what to do,0
"alright, thanks",0
6 min easy,0
впизду,0
I GO E 0,0
PLS 1 KILL,0
guess they just cap?,0
nice erwin,0
gg idiot E5,1
but ppl are stupid,0
spot???????????,0
279 ebay account lol,1
oh ffs the ebr 105 is AFK BOT,1
in my team,0
no side,0
where is SU ?,0
noob with less than 50% wr,1
iei!@,0
fu bot t95,1
blind here all,0
gj men,0
report u,0
you're not even IN the fight,0
не могу пробить суку,1
if ur dogs,0
tank leo he nhas 360,0
смешно,0
"achillies, why didn't u cap?",0
How could you tell,0
hurry the other lef might be coming to flip him,0
fk sake,1
hp vida solo no tenian que dejarlo pasar inutiles,0
sorry udes,0
"9,6k xd",0
i'll kill m103. roar,0
all in the right,0
pity he lost so much HP againt AX,0
stug is hill,0
you can win that but you must move kv1,0
um where did our heavies in the west?,0
don‘t camp move your ass,1
im gonna do my dissertation whilst i wait to die,0
is3 fukin retard ',1
sergey,0
10 K,0
rro :D,0
FV could carry,0
fv afk man,0
E50 uses reload mode,0
leo ho,0
832 gj,0
love you &lt;3,0
нехочу пока вперед,0
stop camping you fkin retards,1
me tto xD,0
sleep harder platoon 1,0
SOUTH GONE,0
push othre idiot,1
not to scout,1
bisonte afk,0
ALL DBILS AT THE SAME PLACE,1
i tlod,0
nerf,0
I've been spotted in B5!,0
send it,0
KILLL!!,0
go slow luchs,0
gl lol,0
"arty i really wish you‘d have killed that goddamn M44 when i spotted it the first time, or the ShPTK",1
:)),0
Grille is at C1,0
yea go garage dog stupid,1
лт ти лощара,0
when i have to spot so i can shot,0
get this map and the light always a disease animal,1
gg mat,0
T95 is lot better,0
ф,0
arty is capping,0
thank you to,0
tutel,0
别蹲了,0
"why dont you go scream at the kids outside, getting too close to your grass",1
на 8 х проти мауса,0
как и СТБ,0
капец я тигра с лоодного выстрела снес,0
its actually close,0
fuck u tomato reported,1
at come here,0
HE deleted,0
good game and have fun,0
kunze no ammo?,0
crush americain,1
"yeah, i cant even pen them with gold ammo",0
we are all dancers..dancing naked and farting at same time!,0
enemy gsor,0
want a cookie?,0
7k odbite,0
откуда??,0
T32,0
line 1 go pls,0
го,0
ису ти гандон,1
MORONS,1
gj),0
tracked,0
useless stat padders,1
maybe ill be ready then,0
t57 still there,0
art next to point,0
im on the - 0 line and got focused,0
GOOD JOB GRILLE,0
pls let me shotgun t95,0
more time to type,0
WZ another coming your way,0
smv cc move,0
szmata z szczochów,1
vk100p nice camo mate,0
ARTY NOOOOB,1
no nie twoja bo ja chujowo podjechalem ale pozniej na cholere przyjacielu mnie blokowales?,0
load HE,0
who?,0
аъхахах,0
tf is this game dude,0
https://www.twitch.tv/yung_xd ??,0
m10 also,0
раки,1
shrek is here,0
"ferdinand can you move,",0
"shhh, run along, kid",0
aok,0
шо?,0
well play with havy,0
co ty odpierdalasz,1
you mean ram,0
shoot badger,0
dont go for him idiots,1
а ты соси соска,1
I'll go hunt,0
total idiot‘,1
і лошара,0
u r so bad kunze,1
nie dzieki,0
noob team now,1
One Doener pls!,0
Racecar got one tapped,0
how handless are you,0
i can maybe spot something,0
czesc wszystkim,0
"Wanna fight, or cap?",0
og,0
turbo needed tho,0
medslll spot mid idiots,0
seru na tebe,1
yes?,0
sptoed,0
nash hide,0
pl fotze,1
GG god work,0
m103 can you spot???,0
this lag is unbearable,1
everything fine?,0
stupid asshole Foch B,1
aimbotplayer report,1
slow thick KV-1,0
group up,0
go middle all,0
сдаем,0
are you with me?,0
name checks out btw vipera :P,0
how could you kill 5 enemies?,0
go hill with cs,0
dont cwap,0
JPanther idiot,1
idiot lights,1
eat ****,1
no gun no armour no speed,0
this team junk players for sure,1
youre a shitttyuu team,1
learn my name,0
i play scout.ffs guys,0
hit the light tanks,0
pls let me kill him,0
"Two ghsot shells in a row,,, Some times I would puke on some WG staff",0
lagg:O,0
go spot 4 u,0
soirry,0
kill that arties :),0
DO NOT GIVE UP,0
raported all ebr,0
GGS,0
Can't get them unless they crest,0
bad play,0
just spot,0
the pta will circle u,0
sudas,1
Im Spotted,0
gg bot team,0
i wait for you,0
Arty Bot reported,1
gog og o,0
Об. 261 hit me,0
du ist mein hund hau hau ;)xd,0
3 miniutes so looks like a draw,0
no he is,0
report them kids that drowned pleasee,0
на паравозі хто катався?,0
як 832,0
u can take shoot,0
is7 mplaton? mision 2500 dmg,0
idiots on 0,1
6.6k and I'm afk :P,0
type capping,0
go he reload,0
god work,0
kz...,0
"bruh jus got hit by everything, what happened to these new noscope crews",0
go kpz,0
du mich auch:),0
pd,0
whats the problem than,0
help thm,0
Kapp,0
stupid centurion,1
122 bot,1
ganz GUT!!,0
he got 353 left - kill em boys,0
"emer1998 (CS-44), you are blocking my target!",0
one shotted,0
e100 best,0
EZZZZ,0
wtf 3 light,1
wtf 1 shooz,0
всем,0
every battle one group of tanks dont know how to play,1
40,0
rng is rely great,0
and win,0
just find another battle,0
theyre there,0
тварь ебаначя,1
T110E4 go i will suport you from behind,0
m10 stay in bushes,0
да не трать время стреляй заебал,1
UDES 14 5 &amp; UDES 03 bot,1
THX noobs ! :-),1
popek kiedy jakis koncert,0
be safe,0
18?,0
bc gg,0
Emil...wrong position...wrong flang,0
te fute cobra,1
udes do us rite,0
spot t64,0
Арта (Об’єкт 261) отстрелялась! По мне :(,0
pta is up there with lowe,0
or is it ok to play?,0
idiot 4005,1
е50 дибил,1
before was another game,0
да,0
LIGHT GO TO SPOT,0
сука ясвечу дауны,1
чмо,1
good job Ru :),0
Well light can bounce... T95... is hard to kill,0
here???,0
**,0
they call me papa,0
play of the year,0
wtf 12k spot,0
megyunk fel nem?,0
Su too the best,0
our maus,0
REPORT FV4202,0
leo first bc,0
E5 was useless,1
guess it's not a good day for missions,0
"nice M 60, thx a lot!!",0
Maus sta koj kurac radis tu,1
hey ihr deppen da hinten,1
fuck that arty,1
"expertank (T110E3), you‘re blocking my line of fire!",0
WT reported as BOT,1
what about if you didnțt be so cocky and fall back a bit to be able to shoot on someting?,0
is a titt,0
is3 top tier and camp??,0
второй где:,0
тт низ,0
LT FIND SPG,0
WHY DIDNT HE GET 4 BEFORE EVERYBODY DIED?,1
"just stay in the back, you are very important player for us...",1
udes go,0
это же ГЕниально,0
Spotted at G8!,0
afk boi carries the game,0
война,0
if u cant pen a 279 just sell your stuff,0
kpz,1
hgg,0
Tier 9s?,0
slow down thye game,0
u re blind,0
never paid such big price,0
ja pierdole jak sa tacy gracze jak ty to srednio rozwiniety szympans ma wiecej rozumu od ciebie',1
waste of time and work,0
report the bot bc,0
push middle ???,0
you capture,0
sorry caps,0
All go the same way = win,0
debil stg,0
go bite s,1
full hp bc???,0
oç,1
THIS ARTY S .SHIT,1
all there,0
thanks for wg and physics they use,0
go fck yourself,1
bloo idiot,1
morrons,1
bz help,0
who dont even know what game you playing,1
theres not much we can do,0
frau,0
"Im Spotted at J2, need support!",0
reperoted with replay,0
report e50 idiot,1
всем пока я вышел свет просто тупой...,1
they cant come back,0
swoll ist ein spaddel,1
ppl who rush are stupid there the ones who die first,0
they arty are better than our,1
cower you,0
spot???,0
prxy,0
СТ,0
kreten team,1
another team troll,1
w8,0
FU WGing! Syop cheating the player. You ban players for cheater but you the biggest f in the room!!!,1
all of them are next to our base!!!,0
is you have hp,0
Mean lookign tank that SZ 113,0
пошел на хуй,1
at 7,0
i cover u,0
"come on, don 't wish such things",0
with no armer? fire extingwisher?,0
ebr bastard,1
Icant go faster,0
fire man,0
toptier bots,1
sheridan,0
BZ WILL WIN,0
elc you spotter?,0
dont even notice that you all was dead ffs,1
tormoza,0
help art,0
fix bayonets and advance,0
i might have better view than out light lol,0
manti wtf,1
he will out spot me,0
wiii,0
kpz...,0
only 5 shells left,0
wow no spot great,0
im shooting them,0
SU is 1 Shot,0
t67 there,0
bc rldin,0
4 fucking tds r camping behind base and do nothing.... f ur brains ....,1
ohhhhhh,0
NEED ONE FRAG MISSION PLS,0
for arty,0
legit,0
arty idiot,1
im tracked :(,0
сука все ст и на горе,1
putain campers,1
gg arty for not killing strv,1
not really read what i wrote,0
over 1000 health lost to artys,0
no fuj,1
I've been spotted in C2!,0
what language is this music?,0
we are 3 tanks,0
WOOOOOO,0
i have a feeling you just needed a reason to bitch and complain you old fuck,0
dumb af.,1
ruso anda a lavarte el orto,1
I cant believe too,0
stock...,0
они тут не при чём,0
хз не катав,0
GL HF :),0
report that shit in kpz,1
kv1 at2 pzIVs reported and fuck your moms,1
VK COME,0
ratte,0
come on ladies,0
"якщо ЛТ неспродатні світити ? Свте ПТ !Що це за команда ? ЛТ , ну ви зрозуміли хто ви!",0
Not surer wht our T6 mediums are doing,0
dudes,0
VK 75,0
arty *** mader you imbecil monkey,1
ahahhahahahhahah,0
wait for rino,0
nice SU,0
another name for useless?,1
3 days,0
their arty around H8,0
yall did good,0
one or two shooottt and win man,0
and retard,1
!,0
pedal 6iban,0
wypierdalaj lamusie,1
all tanks behind you are TDs - so let them attack,0
jgpz you best,0
BLIND - 1 SHOT,0
both arty in a1,0
Mutz omg who spot them now?,0
elc should be banned,0
but i dont have turbo,0
lol...dopes,1
a10,0
udanej bitwy B),0
kill him,0
surviver,0
gg arty idiot,1
пнх,0
he one shot,0
stop talk,1
conqueror go to bz idiot,1
Bro wtf,1
kingkupa,0
ya spotting the hil im guessing,0
maybe you can learn something,0
I better now have died for nothing,0
dont waste amo,0
DAFUQ u doing there?,0
gj ^^,0
bot tds,1
икв,0
"it‘s a test for you dude, good xp rewards for clapping their Tier 9s!",0
engine broke,0
report this idiot please,1
shut up allo!!!!!!!!!!!,1
"I get that, but 0.29 accuracy seems to not work",0
fucking artys,1
and game over,0
bot T-62A reported,1
im so glad this team carried me lol,0
me vs 3,0
Excuse me,0
get the water fast wassssssss,0
i go spot?,0
baboon?,1
"all report, I will take care or ticket and replay",0
why is a heavy snipind :??,0
"cap, fast",0
لل,0
obj bot,1
where its your fire tvp?,0
sorry lion,0
no hes a paid actor,0
help thx,0
lol... stfu trash,1
wtf camper,1
epic game for me :D,0
all to middle,0
"kkrzysio (Pz. III J), you are blocking my target!",0
spotold a VZt NOva,0
COME ON TEAM,0
всегда крысят,0
what u do all,0
i go hill,0
smv,0
gg t49,0
hmmm fetz ma have to produce now,0
h,0
TIME,0
how can u be that bad,1
go die,1
n ot push at hill,0
report him for being trash in chat,1
ТИМА ХЦУЕСОСОВ,0
elc you're so dumb dude,1
arty go too doctor with eyes,0
what a dipshit team,1
milimeters,0
too much trolls like you today,0
rly???,0
"im sorry, im having internet issues",0
просто брєд,0
bc report,0
arty a1,0
ufffff,0
42k for 1000 wn8,0
"agreed BZ, ur the only one watching",0
pls play like a heavy tank,0
draw :/,0
hit fucking 56tp,1
yeah nice,0
fuck cheftain,1
thx for help :-),0
assholes,1
PTA die,0
3 afk *** in the city,1
wow 3 marked IS 3II,0
congrats!!!!!!!!!,0
omg fuck biggest noob team,1
go alone...,0
just let them come to us,0
well play,0
was close haha,0
bastard,1
u didnt realized that,0
BC SPOT,1
ru go spot ennemy spawn,0
your business,0
idiot destroer,1
Ok,0
"By pressuring that side, the T21 would stop the SU100 from helping the KV2",0
gg no time,0
wxd,0
why you dont come here,0
im already focusing on 2 sides,0
what is team vz?,0
moddd,0
***** YOU WG&quot;!!!!!!!!!!!!! 156 pene and 2 time arow in X tier,1
gift from god,0
K0 please,0
stupids kids,1
idi0t,1
так потому что ты пидор криворукий,1
рогатка лох,1
kv5 bot,0
lose beacause of you!!!,1
shoot ?? Bay bay noob,1
i cant go further,0
to many campers,1
m6 your bot,1
и на двух исах ебланы взводны,1
you can spot their 1 line crossing but doesn't mean we can see them lmao,0
report e100 coward,1
he has 500,0
emil wtf,1
JEBEM LI AMX 12 T,0
imbecile,1
I doubt that.,0
keep going,0
279 to castle?,0
FUCKING BASTARD,1
este heavy,0
i left for a bunch of yeaars and come back to lop sided wins and losses so looks like this game is finished and all because of OP mediums,0
yep you already pointed that out,0
T 95 GOU,0
nice now,0
92 did u even clear the 2 line?,0
fkd team,1
apes in base,1
gooo kill the cent,0
один японец точно на центре,0
Засвет в квадрате H5!!!,0
when your teamates r total *** and camping on base,0
hetzer?,0
just wow,0
español,0
cry less,1
юша тим,0
very cool,0
now fuck off,1
blah blah blah,0
van fröccs?,0
далше стойте ст до слива,0
they are in base,0
aim light,0
thats bad,0
shptk go back,0
сука выкидыват падло,0
그 좁은 곳에 셋이나 처올라가 놓고 말 겁나 많네,0
amk salakları sizi,0
**** internet connection,0
bg,0
GJ.,0
yes together,0
how many strv do they have!!!!,0
_!_,0
KILL HIM!!,0
thx campers,0
found him...,0
gl my gs,0
leo spoter,0
W T F,1
OLDALNBOL TRAVKELEN,1
"obecnie piszę pracę dyplomową, w lutym obrona",0
can‘t go if leo alive,0
...or a little girl?,1
artty city and cap,0
avarage tank,0
ma full hp a stoi jak bot,1
"dumb fuck,that s the objective",1
IM SPOTTED,0
kill them,0
clasic,0
thx wz,0
alpine tiger,0
spot team,0
jkbmnt,1
he‘ll farm all,0
OMG 1ST PLATOON IS BOOSTER BAIT,0
hello poland,0
e3 hp ?,0
m44 hide,0
gg udes,0
swim?,0
all you had to do was pressure I set up the flank,0
how did you lose that line,1
bruh my ping haha,0
tak,0
i will go closer,0
back off,0
so close,0
"FFS, cant pen",1
HAHAHA OK,0
3 light spot one sidde,0
"вони ж не москалы, щоб сосати )",0
topgun coming for m10,0
команда *** химера с респа не съехала лт хз что делает,1
damn all the heavies are running,0
T s 5,0
................,0
i‘m scared,0
camp,0
team kids,1
from woh ?,0
lololol,0
amx is one shot rest is full hp,0
you report him,0
like you,0
упс,0
they dont know,0
i‘ll block,0
sh come help pta,0
f0,0
сука танк как будто вареный,1
he the bz or something,0
char are u full loaded?,0
FINE I WILL JUST DIE,1
c'est un mod pak,0
fk sakes,0
mlb,0
st-ii camper noob,1
muwwww,0
Push TVP,0
turn me on,0
Україна,0
genuinely really sorry,0
прямо под артой,0
lol idiot,1
yes bot:DDD,0
wow and i miss,0
"char, thx fror support",0
nice move hell cat,0
5k dmg,1
report char and IS/,0
если не дурак,0
тог піздуй,0
y?,0
*** u lt,1
go BRBRBRBRBR,0
hes 2 fast for me,0
я тоже ти не один такий )),0
i will come help as fast as possible,0
i get pushed by americain **** at times..you just got caught /,0
stopo cap pls,0
"and for spotter i mean light tank, we have 3",0
elc reported mega mongol pig,1
i shot he die,0
already did,0
"*** Me, Im Spotted at H2!",0
omg report,0
no engine or tracks ?,0
пускай раскажут как это работает,0
glhf ppl o7,0
thx man,0
wd,0
FCKİNG KİDS,1
behind!,0
здарова,0
top side lost,0
cheif hill,0
big push from the south,0
Откуда его ИСУ хлопнула?,0
i just dont play how you want me to play,0
20%,0
next generation of braindeaths,0
don‘t you worry,0
t28 save + wg,0
ezzz,0
now pls,0
why do I get to play with all the new players?,0
standard,0
goooo 704,0
go die i want to play next,1
decent camo for a t7,0
dang only 19 left,0
lol team,1
Why can‘t WG make up some bullshit tanks so the British lines are fun,1
есв,0
"hi guys , what is your ping ?",0
omhg,0
the fuck M6,1
rhm fire AP or HEAT,0
